Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_int,pass_rating,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_tdxpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,punt,punt_yds,punt_yds_per_punt,Year
Brady Breeze,S,Oregon,6,215,https://www.sports-reference.com/cfb/players/brady-breeze-1.html,71.0,197.0,4.55,20.0,38.0,120.0,7.05,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Gary Brightwell,RB,Arizona,6,196,https://www.sports-reference.com/cfb/players/gary-brightwell-1.html,70.0,218.0,4.62,17.0,34.5,118.0,7.51,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
K.J. Britt,LB,Auburn,5,176,https://www.sports-reference.com/cfb/players/kj-britt-1.html,72.0,235.0,4.76,24.0,32.5,118.0,7.38,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Josiah Bronson,DL,Washington,0,0,https://www.sports-reference.com/cfb/players/josiah-bronson-1.html,74.0,304.0,5.08,27.0,30.0,101.0,7.63,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Chris Brown,DB,Texas,0,0,https://www.sports-reference.com/cfb/players/chris-brown-18.html,70.0,191.0,4.55,15.0,36.0,118.0,6.85,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Earnest Brown,DE,Northwestern,0,0,https://www.sports-reference.com/cfb/players/earnest-brown-iv-1.html,76.0,270.0,5.01,25.0,31.0,115.0,7.19,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Kimere Brown,CB,Temple,0,0,https://www.sports-reference.com/cfb/players/kimere-brown-1.html,71.0,175.0,4.57,,32.5,124.0,7.37,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Deonte Brown,OL,Alabama,6,193,https://www.sports-reference.com/cfb/players/deonte-brown-1.html,75.0,344.0,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Dyami Brown,WR,North Carolina,3,82,https://www.sports-reference.com/cfb/players/dyami-brown-1.html,72.0,189.0,4.46,18.0,35.0,128.0,6.87,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Shakur Brown,CB,Michigan St.,0,0,https://www.sports-reference.com/cfb/players/shakur-brown-1.html,69.0,185.0,4.61,17.0,35.5,116.0,7.08,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Tre Brown,CB,Oklahoma,4,137,https://www.sports-reference.com/cfb/players/tre-brown-2.html,69.0,185.0,4.42,13.0,38.0,123.0,7.11,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Amon-Ra St. Brown,WR,USC,4,112,https://www.sports-reference.com/cfb/players/amon-ra-st-brown-1.html,71.0,197.0,4.51,20.0,38.5,127.0,6.88,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Baron Browning,LB,Ohio St.,3,105,https://www.sports-reference.com/cfb/players/baron-browning-1.html,74.0,245.0,4.58,23.0,40.0,130.0,6.78,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
John Brunner,OL,North Texas,0,0,https://www.sports-reference.com/cfb/players/john-brunner-2.html,74.0,194.0,,11.0,32.5,121.0,6.77,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Calvin Bundage,LB,Oklahoma St.,0,0,https://www.sports-reference.com/cfb/players/calvin-bundage-1.html,73.0,221.0,4.81,14.0,31.5,116.0,7.31,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Lorenzo Burns,CB,Arizona,0,0,https://www.sports-reference.com/cfb/players/lorenzo-burns-1.html,70.0,183.0,4.56,14.0,33.5,123.0,7.55,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Eric Burrell,S,Wisconsin,0,0,https://www.sports-reference.com/cfb/players/eric-burrell-1.html,71.0,197.0,4.73,8.0,35.5,124.0,7.21,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Wesley Burris,LS,Kansas St.,0,0,https://www.sports-reference.com/cfb/players/wesley-burris-1.html,69.0,203.0,5.3,12.0,30.0,102.0,7.51,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jake Burton,OL,Baylor,0,0,https://www.sports-reference.com/cfb/players/jake-burton-1.html,77.0,303.0,5.49,22.0,26.0,100.0,8.22,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Camryn Bynum,CB,California,4,125,https://www.sports-reference.com/cfb/players/camryn-bynum-1.html,72.0,196.0,4.58,,34.0,129.0,6.99,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jalen Camp,WR,Georgia Tech,0,0,https://www.sports-reference.com/cfb/players/jalen-camp-1.html,73.0,226.0,4.48,29.0,39.5,125.0,7.0,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Donavaughn Campbell,OL,Louisiana Tech,0,0,https://www.sports-reference.com/cfb/players/donavaughn-campbell-1.html,76.0,336.0,5.62,,22.0,93.0,8.34,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Kyree Campbell,DL,Florida,0,0,https://www.sports-reference.com/cfb/players/kyree-campbell-1.html,74.0,287.0,5.46,,25.0,98.0,7.96,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Tyson Campbell,DB,Georgia,2,33,https://www.sports-reference.com/cfb/players/tyson-campbell-1.html,73.0,193.0,4.4,12.0,34.5,124.0,7.15,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Joseph Carlson,K,Air Force,0,0,https://www.sports-reference.com/cfb/players/joseph-carlson-1.html,72.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jackson Carman,OT,Clemson,2,46,https://www.sports-reference.com/cfb/players/jackson-carman-1.html,76.0,317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Tory Carter,FB,LSU,0,0,https://www.sports-reference.com/cfb/players/tory-carter-1.html,72.0,229.0,4.86,24.0,35.5,112.0,7.21,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Michael Carter,RB,North Carolina,4,107,https://www.sports-reference.com/cfb/players/michael-carter-5.html,67.0,201.0,4.5,16.0,34.0,119.0,6.81,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
J.C. Chalk,TE,Clemson,0,0,https://www.sports-reference.com/cfb/players/jc-chalk-1.html,74.0,250.0,5.18,15.0,28.5,106.0,7.83,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Ja'Marr Chase,WR,LSU,1,5,https://www.sports-reference.com/cfb/players/jamarr-chase-1.html,72.0,201.0,4.34,,41.0,132.0,6.96,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Ramaud Chiaokhiao-Bowman,WR,Northwestern,0,0,https://www.sports-reference.com/cfb/players/ramaud-chiaokhiao-bowman-1.html,73.0,204.0,4.78,11.0,34.5,119.0,6.78,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Drue Chrisman,P,Ohio St.,0,0,https://www.sports-reference.com/cfb/players/dru-chrisman-1.html,74.0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Brady Christensen,OL,BYU,3,70,https://www.sports-reference.com/cfb/players/brady-christensen-1.html,,,,30.0,34.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Andre Cisco,DB,Syracuse,3,65,https://www.sports-reference.com/cfb/players/andre-cisco-1.html,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Mallory Claybourne,CB,Coastal Carolina,0,0,https://www.sports-reference.com/cfb/players/mallory-claybourne-1.html,69.0,191.0,4.57,12.0,33.0,116.0,7.37,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Ben Cleveland,OL,Georgia,3,94,https://www.sports-reference.com/cfb/players/ben-cleveland-2.html,78.0,343.0,5.05,30.0,28.0,102.0,,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Riley Cole,LB,South Alabama,0,0,https://www.sports-reference.com/cfb/players/riley-cole-1.html,74.0,240.0,4.72,26.0,,,7.46,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Nico Collins,WR,Michigan,3,89,https://www.sports-reference.com/cfb/players/nico-collins-1.html,76.0,215.0,4.43,14.0,37.5,125.0,6.78,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Zaven Collins,LB,Tulsa,1,16,https://www.sports-reference.com/cfb/players/zaven-collins-1.html,76.0,259.0,4.67,19.0,35.0,122.0,,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Nolan Cooney,P,Syracuse,0,0,https://www.sports-reference.com/cfb/players/nolan-cooney-1.html,74.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jonathon Cooper,DE,Ohio St.,7,239,https://www.sports-reference.com/cfb/players/jonathon-cooper-1.html,74.0,253.0,4.69,28.0,33.0,108.0,6.99,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Samuel Cosmi,OL,Texas,2,51,https://www.sports-reference.com/cfb/players/samuel-cosmi-1.html,77.0,314.0,4.87,36.0,30.0,117.0,7.35,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Seth Cottengim,S,Arkansas St.,0,0,https://www.sports-reference.com/cfb/players/seth-cottengim-1.html,71.0,230.0,,,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jabril Cox,LB,LSU,4,115,https://www.sports-reference.com/cfb/players/jabril-cox-1.html,75.0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Damonte Coxie,WR,Memphis,0,0,https://www.sports-reference.com/cfb/players/damonte-coxie-1.html,74.0,198.0,4.77,4.0,30.5,122.0,6.92,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Tyler Coyle,LB,Purdue,0,0,https://www.sports-reference.com/cfb/players/tyler-coyle-1.html,73.0,209.0,4.38,24.0,39.0,133.0,7.14,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jack Crane,K,Wake Forest,0,0,https://www.sports-reference.com/cfb/players/jack-crane-1.html,73.0,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Daniel Crawford,TE,Northern Illinois,0,0,https://www.sports-reference.com/cfb/players/daniel-crawford-1.html,73.0,245.0,4.7,14.0,32.5,113.0,7.19,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Shaun Crawford,S,Notre Dame,0,0,https://www.sports-reference.com/cfb/players/shaun-crawford-1.html,69.0,182.0,4.55,12.0,35.0,116.0,6.7,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Harry Crider,OL,Indiana,0,0,https://www.sports-reference.com/cfb/players/harry-crider-1.html,74.0,307.0,5.25,31.0,27.0,102.0,7.63,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jake Curhan,OL,California,0,0,https://www.sports-reference.com/cfb/players/jake-curhan-1.html,77.0,316.0,5.45,15.0,24.0,102.0,8.07,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
David Curry,LB,Georgia Tech,0,0,https://www.sports-reference.com/cfb/players/david-curry-1.html,73.0,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Drew Dalman,C,Stanford,4,114,https://www.sports-reference.com/cfb/players/drew-dalman-1.html,75.0,299.0,5.11,33.0,33.0,109.0,7.33,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
DJ Daniel,DB,Georgia,0,0,https://www.sports-reference.com/cfb/players/dj-daniel-2.html,71.0,195.0,4.62,11.0,31.0,119.0,7.02,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Frank Darby,WR,Arizona St.,6,187,https://www.sports-reference.com/cfb/players/frank-darby-1.html,72.0,201.0,4.56,19.0,34.5,117.0,7.05,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jaelon Darden,WR,North Texas,4,129,https://www.sports-reference.com/cfb/players/jaelon-darden-1.html,67.0,174.0,4.47,,35.5,122.0,6.66,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Corey Dauphine,RB,Tulane,0,0,https://www.sports-reference.com/cfb/players/corey-dauphine-1.html,71.0,198.0,4.71,14.0,30.0,117.0,7.4,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Brady Davis,QB,Memphis,0,0,https://www.sports-reference.com/cfb/players/brady-davis-2.html,,,4.65,,31.0,114.0,7.06,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jamin Davis,LB,Kentucky,1,19,https://www.sports-reference.com/cfb/players/jamin-davis-1.html,75.0,234.0,4.47,,42.0,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Shawn Davis,DB,Florida,5,165,https://www.sports-reference.com/cfb/players/shawn-davis-3.html,70.0,202.0,,17.0,39.5,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Wyatt Davis,OL,Ohio St.,3,86,https://www.sports-reference.com/cfb/players/wyatt-davis-1.html,75.0,315.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Divine Deablo,DB,Virginia Tech,3,80,https://www.sports-reference.com/cfb/players/divine-deablo-1.html,75.0,226.0,4.42,19.0,34.0,126.0,7.12,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Bryson Denley,RB,Bowling Green,0,0,https://www.sports-reference.com/cfb/players/bryson-denley-1.html,67.0,189.0,4.56,13.0,27.5,110.0,7.25,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jon Dietzen,OL,Wisconsin,0,0,https://www.sports-reference.com/cfb/players/jon-dietzen-1.html,76.0,312.0,5.32,19.0,27.0,106.0,7.64,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Victor Dimukeje,DE,Duke,6,210,https://www.sports-reference.com/cfb/players/victor-dimukeje-1.html,73.0,262.0,4.87,28.0,34.5,115.0,7.25,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Brett DioGuardi,LS,Florida,0,0,https://www.sports-reference.com/cfb/players/brett-dioguardi-1.html,75.0,234.0,5.48,,24.5,98.0,7.88,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Gerrid Doaks,RB,Cincinnati,0,0,https://www.sports-reference.com/cfb/players/gerrid-doaks-1.html,71.0,228.0,4.58,19.0,39.5,120.0,7.2,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Max Duffy,P,Kentucky,0,0,https://www.sports-reference.com/cfb/players/max-duffy-1.html,72.0,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
DeVontres Dukes,WR,South Florida,0,0,https://www.sports-reference.com/cfb/players/devontres-dukes-1.html,75.0,216.0,4.81,16.0,33.0,122.0,7.07,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Keith Duncan,K,Iowa,0,0,https://www.sports-reference.com/cfb/players/keith-duncan-1.html,,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Isaiah Dunn,DB,Oregon St.,0,0,https://www.sports-reference.com/cfb/players/isaiah-dunn-1.html,71.0,189.0,4.39,13.0,35.5,127.0,6.93,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Wes Dvorak,DB,Iowa,0,0,https://www.sports-reference.com/cfb/players/wes-dvorak-1.html,71.0,198.0,4.52,,41.5,132.0,6.94,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Brennan Eagles,WR,Texas,0,0,https://www.sports-reference.com/cfb/players/brennan-eagles-1.html,75.0,225.0,4.55,,36.5,125.0,6.93,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Adrian Ealy,OL,Oklahoma,0,0,https://www.sports-reference.com/cfb/players/adrian-ealy-1.html,78.0,321.0,5.42,18.0,24.5,104.0,8.82,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Brandin Echols,DB,Kentucky,0,0,https://www.sports-reference.com/cfb/players/brandin-echols-1.html,70.0,179.0,4.34,13.0,42.5,136.0,6.84,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Sam Ehlinger,QB,Texas,6,218,https://www.sports-reference.com/cfb/players/sam-ehlinger-1.html,73.0,220.0,4.84,,36.5,114.0,7.15,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Liam Eichenberg,OL,Notre Dame,2,42,https://www.sports-reference.com/cfb/players/liam-eichenberg-1.html,78.0,306.0,,33.0,26.5,105.0,7.53,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Milo Eifler,LB,Illinois,0,0,https://www.sports-reference.com/cfb/players/milo-eifler-1.html,74.0,228.0,4.58,14.0,37.5,126.0,7.15,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
D'Wayne Eskridge,WR,West. Michigan,2,56,https://www.sports-reference.com/cfb/players/dwayne-eskridge-1.html,68.0,190.0,4.38,,35.0,124.0,6.93,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Dorian Etheridge,LB,Louisville,0,0,https://www.sports-reference.com/cfb/players/dorian-etheridge-1.html,73.0,233.0,4.87,,35.0,121.0,7.25,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Travis Etienne,RB,Clemson,1,25,https://www.sports-reference.com/cfb/players/travis-etienne-1.html,70.0,215.0,4.45,18.0,33.5,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Chris Evans,RB,Michigan,6,202,https://www.sports-reference.com/cfb/players/chris-evans-2.html,71.0,211.0,4.5,20.0,40.5,127.0,6.83,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Dillon Faamatau,DL,Oklahoma,0,0,https://www.sports-reference.com/cfb/players/dillon-faamatau-1.html,75.0,280.0,5.35,22.0,24.5,100.0,8.58,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Austin Faoliu,DT,Oregon,0,0,https://www.sports-reference.com/cfb/players/austin-faoliu-1.html,75.0,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Matt Farniok,OL,Nebraska,0,0,https://www.sports-reference.com/cfb/players/matt-farniok-1.html,77.0,311.0,5.2,28.0,33.0,105.0,7.14,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Luke Farrell,TE,Ohio St.,5,145,https://www.sports-reference.com/cfb/players/luke-farrell-1.html,77.0,251.0,4.79,22.0,36.5,118.0,7.14,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Simi Fehoko,WR,Stanford,5,179,https://www.sports-reference.com/cfb/players/simi-fehoko-1.html,75.0,222.0,4.44,16.0,34.5,120.0,6.78,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Demetric Felton,RB,UCLA,6,211,https://www.sports-reference.com/cfb/players/demetric-felton-1.html,68.0,189.0,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Parker Ferguson,OT,Air Force,0,0,https://www.sports-reference.com/cfb/players/parker-ferguson-1.html,75.0,306.0,5.19,24.0,31.0,105.0,7.75,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Justin Fields,QB,Ohio St.,1,11,https://www.sports-reference.com/cfb/players/justin-fields-2.html,74.0,227.0,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Tony Fields,LB,West Virginia,5,153,https://www.sports-reference.com/cfb/players/tony-fields-ii-1.html,72.0,222.0,4.64,17.0,34.0,114.0,7.15,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Paddy Fisher,LB,Northwestern,0,0,https://www.sports-reference.com/cfb/players/paddy-fisher-1.html,75.0,240.0,4.91,20.0,31.5,110.0,7.0,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Dez Fitzpatrick,WR,Louisville,4,109,https://www.sports-reference.com/cfb/players/dez-fitzpatrick-1.html,73.0,208.0,4.43,,35.0,,7.09,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Thomas Fletcher,LS,Alabama,0,0,https://www.sports-reference.com/cfb/players/thomas-fletcher-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Paris Ford,DB,Pittsburgh,0,0,https://www.sports-reference.com/cfb/players/paris-ford-1.html,72.0,197.0,4.85,,28.5,110.0,7.44,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Darrick Forrest,S,Cincinnati,5,163,https://www.sports-reference.com/cfb/players/darrick-forrest-1.html,71.0,206.0,4.42,21.0,39.0,132.0,6.91,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Miller Forristall,TE,Alabama,0,0,https://www.sports-reference.com/cfb/players/miller-forristall-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Stone Forsythe,OL,Florida,6,208,https://www.sports-reference.com/cfb/players/stone-forsythe-1.html,80.0,307.0,5.14,25.0,27.5,103.0,7.47,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Feleipe Franks,QB,Arkansas,0,0,https://www.sports-reference.com/cfb/players/feleipe-franks-1.html,78.0,234.0,4.61,,32.5,117.0,7.16,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Pat Freiermuth,TE,Penn St.,2,55,https://www.sports-reference.com/cfb/players/pat-freiermuth-1.html,77.0,251.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Will Fries,OL,Penn St.,7,248,https://www.sports-reference.com/cfb/players/will-fries-1.html,78.0,309.0,5.37,24.0,31.0,115.0,7.77,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
